experiment,task,size_label,n_vars,seed,algorithm,profile,solution,cost,optimum,feasible,construction_s,solver_s,complete_local_s,cost_vector_bytes,evals,success_prob,classical_seed_s,delay_s,gap,staleness_loss,deadline_miss,utility,timing_evidence
clearaccept_main,channel,6,6,0,task_specific,local,14,1.9464826652816702,1.9464826652816702,True,0.0001699170097708702,7.874995935708284e-05,0.00024866696912795305,576,24,,,7.874995935708284e-05,0.0,3.2150774060667326e-06,False,-3.2150774060667326e-06,measured_local
clearaccept_main,channel,6,6,0,milp,local,49,1.9464826652816702,1.9464826652816702,True,0.0001699170097708702,0.012506416998803616,0.012676334008574486,576,1,,,0.012506416998803616,0.0,0.0005105919933415937,False,-0.0005105919933415937,measured_local
clearaccept_main,channel,6,6,0,qaoa_warm,nominal,14,1.9464826652816702,1.9464826652816702,True,0.0001699170097708702,0.004816749948076904,0.004986666957847774,576,94,0.3206156691150005,5.945796146988869e-05,7.662800000000001,0.0,0.31284454428092767,True,-2.3128445442809276,modeled_qpu
clearaccept_main,channel,6,6,1,task_specific,local,56,4.76363175050009,3.7552144525142617,True,5.687493830919266e-05,4.958396311849356e-05,0.00010645890142768621,576,24,,,4.958396311849356e-05,0.2120655772848772,3.601288713071572e-06,False,-0.21206917857359028,measured_local
clearaccept_main,channel,6,6,1,milp,local,11,3.7552144525142617,3.7552144525142617,True,5.687493830919266e-05,0.0137575410772115,0.013814416015520692,576,1,,,0.0137575410772115,0.0,0.0009992117266338742,False,-0.0009992117266338742,measured_local
clearaccept_main,channel,6,6,1,qaoa_warm,nominal,52,3.7552144525142617,3.7552144525142617,True,5.687493830919266e-05,0.005073415930382907,0.0051302908686921,576,98,0.07161706780199217,6.712495815008879e-05,7.9676,0.0,0.5786876672543964,True,-2.578687667254396,modeled_qpu
clearaccept_main,channel,6,6,2,task_specific,local,21,0.8243350865285217,0.8243350865285217,True,6.070802919566631e-05,5.266699008643627e-05,0.00011337501928210258,576,24,,,5.266699008643627e-05,0.0,3.293149000600196e-06,False,-3.293149000600196e-06,measured_local
clearaccept_main,channel,6,6,2,milp,local,42,0.8243350865285217,0.8243350865285217,True,6.070802919566631e-05,0.011029624962247908,0.011090332991443574,576,1,,,0.011029624962247908,0.0,0.0006896577602367294,False,-0.0006896577602367294,measured_local
clearaccept_main,channel,6,6,2,qaoa_warm,nominal,21,0.8243350865285217,0.8243350865285217,True,6.070802919566631e-05,0.00481883401516825,0.004879542044363916,576,96,0.46745232606211107,5.741708446294069e-05,7.815200000000001,0.0,0.48866696249875113,True,-2.488666962498751,modeled_qpu
clearaccept_main,channel,6,6,3,task_specific,local,7,3.82695811761584,3.2992732967356995,True,5.7124998420476913e-05,4.558300133794546e-05,0.00010270799975842237,576,24,,,4.558300133794546e-05,0.12273814304403369,2.9671019405742826e-06,False,-0.12274111014597426,measured_local
clearaccept_main,channel,6,6,3,milp,local,13,3.2992732967356995,3.2992732967356995,True,5.7124998420476913e-05,0.006962834042496979,0.007019959040917456,576,1,,,0.006962834042496979,0.0,0.00045322681247387636,False,-0.00045322681247387636,measured_local
clearaccept_main,channel,6,6,3,qaoa_warm,nominal,13,3.2992732967356995,3.2992732967356995,True,5.7124998420476913e-05,0.004803957999683917,0.0048610829981043935,576,94,0.06371428508385446,4.76249260827899e-05,7.662800000000001,0.0,0.4987891995454417,True,-2.498789199545442,modeled_qpu
clearaccept_main,channel,6,6,4,task_specific,local,23,2.9078911217843895,2.4120404538070277,True,6.937491707503796e-05,5.708297248929739e-05,0.00012645788956433535,576,24,,,5.708297248929739e-05,0.1453237951572673,3.7184376235416683e-06,False,-0.14532751359489082,measured_local
clearaccept_main,channel,6,6,4,milp,local,37,2.4120404538070277,2.4120404538070277,True,6.937491707503796e-05,0.020245124935172498,0.020314499852247536,576,1,,,0.020245124935172498,0.0,0.0013187861628327336,False,-0.0013187861628327336,measured_local
clearaccept_main,channel,6,6,4,qaoa_warm,nominal,37,2.4120404538070277,2.4120404538070277,True,6.937491707503796e-05,0.0052419580752030015,0.0053113329922780395,576,100,0.04030706034451678,5.862500984221697e-05,8.120000000000001,0.0,0.5289443101236438,True,-2.5289443101236437,modeled_qpu
clearaccept_main,channel,6,6,5,task_specific,local,13,4.66395046533884,3.6045215374057715,True,5.337502807378769e-05,4.6459026634693146e-05,9.983405470848083e-05,576,24,,,4.6459026634693146e-05,0.23008447660122366,1.701946342846336e-06,False,-0.23008617854756652,measured_local
clearaccept_main,channel,6,6,5,milp,local,28,3.6045215374057715,3.6045215374057715,True,5.337502807378769e-05,0.020198083017021418,0.020251458045095205,576,1,,,0.020198083017021418,0.0,0.0007399219487232233,False,-0.0007399219487232233,measured_local
clearaccept_main,channel,6,6,5,qaoa_warm,nominal,28,3.6045215374057715,3.6045215374057715,True,5.337502807378769e-05,0.0062054580776020885,0.006258833105675876,576,117,0.06395185213021284,5.22910850122571e-05,9.4154,0.0,0.34491694633286046,True,-2.3449169463328605,modeled_qpu
clearaccept_main,channel,6,6,6,task_specific,local,25,3.9146265449710262,3.141942958411521,True,5.1166978664696217e-05,4.525005351752043e-05,9.641703218221664e-05,576,24,,,4.525005351752043e-05,0.18655099655352025,3.204636118630601e-06,False,-0.1865542011896389,measured_local
clearaccept_main,channel,6,6,6,milp,local,12,3.141942958411521,3.141942958411521,True,5.1166978664696217e-05,0.012627999996766448,0.012679166975431144,576,1,,,0.012627999996766448,0.0,0.0008943225863818252,False,-0.0008943225863818252,measured_local
