experiment,task,size_label,n_vars,seed,algorithm,profile,solution,cost,optimum,feasible,construction_s,solver_s,complete_local_s,cost_vector_bytes,evals,success_prob,classical_seed_s,delay_s,gap,staleness_loss,deadline_miss,utility,timing_evidence
clearaccept_hardness,channel,14,14,30000,task_specific,local,15636,6.845625193876185,6.845625193876185,True,0.005755707970820367,0.00010791700333356857,0.005863624974153936,147456,56,,,0.00010791700333356857,0.0,4.155520540785558e-06,False,-4.155520540785558e-06,measured_local
clearaccept_hardness,channel,14,14,30000,milp,local,747,6.845625193876185,6.845625193876185,True,0.005755707970820367,0.09576874994672835,0.10152445791754872,147456,13,,,0.09576874994672835,0.0,0.0036877321948875275,True,-2.0036877321948876,measured_local
clearaccept_hardness,channel,14,14,30000,qaoa_warm,nominal,15636,6.845625193876185,6.845625193876185,True,0.005755707970820367,0.0855883329641074,0.09134404093492776,147456,122,0.1314120479853307,0.00011133402585983276,9.7964,0.0,0.37722638850451373,True,-2.3772263885045137,modeled_qpu
clearaccept_hardness,channel,14,14,30001,task_specific,local,11596,5.078506392534443,3.5960360042721056,True,0.004054499906487763,0.00010862504132091999,0.004163124947808683,147456,56,,,0.00010862504132091999,0.322554128576093,7.74196424509736e-06,False,-0.3225618705403381,measured_local
clearaccept_hardness,channel,14,14,30001,milp,local,10088,3.5960360042721056,3.5960360042721056,True,0.004054499906487763,0.10231237497646362,0.10636687488295138,147456,13,,,0.10231237497646362,0.0,0.007292045547385451,False,-0.007292045547385451,measured_local
clearaccept_hardness,channel,14,14,30001,qaoa_warm,nominal,10088,3.5960360042721056,3.5960360042721056,True,0.004054499906487763,0.08275866601616144,0.0868131659226492,147456,119,0.0030769115946012544,0.00011533405631780624,9.5678,0.0,0.6819197912698678,True,-2.681919791269868,modeled_qpu
clearaccept_hardness,channel,14,14,30002,task_specific,local,6266,3.580016606556905,3.1475574408638494,True,0.0041893330635502934,0.00011712498962879181,0.004306458053179085,147456,56,,,0.00011712498962879181,0.10426839696835717,6.358462090629204e-06,False,-0.1042747554304478,measured_local
clearaccept_hardness,channel,14,14,30002,milp,local,10180,3.1475574408638494,3.1475574408638494,True,0.0041893330635502934,0.08297866699285805,0.08716800005640835,147456,7,,,0.08297866699285805,0.0,0.00450473216755217,False,-0.00450473216755217,measured_local
clearaccept_hardness,channel,14,14,30002,qaoa_warm,nominal,6203,3.1475574408638494,3.1475574408638494,True,0.0041893330635502934,0.08738662500400096,0.09157595806755126,147456,126,0.01730740067467645,0.0001251670764759183,10.1012,0.0,0.5483722771154473,True,-2.5483722771154476,modeled_qpu
clearaccept_hardness,channel,14,14,30003,task_specific,local,3449,4.749468555858133,4.749468555858133,True,0.004263333044946194,0.00011654209811240435,0.004379875143058598,147456,56,,,0.00011654209811240435,0.0,3.332033882959308e-06,False,-3.332033882959308e-06,measured_local
clearaccept_hardness,channel,14,14,30003,milp,local,12934,4.749468555858133,4.749468555858133,True,0.004263333044946194,0.09197829198092222,0.09624162502586842,147456,9,,,0.09197829198092222,0.0,0.002629734579529911,True,-2.00262973457953,measured_local
clearaccept_hardness,channel,14,14,30003,qaoa_warm,nominal,3449,4.749468555858133,4.749468555858133,True,0.004263333044946194,0.07959008298348635,0.08385341602843255,147456,116,0.10126357509263034,0.00011358398478478193,9.3392,0.0,0.26701536478020055,True,-2.2670153647802005,modeled_qpu
clearaccept_hardness,channel,14,14,30004,task_specific,local,7318,4.37598806812985,3.404241841988657,True,0.004123499966226518,0.00011454196646809578,0.004238041932694614,147456,56,,,0.00011454196646809578,0.220638707183804,7.723330428546856e-06,False,-0.22064643051423255,measured_local
clearaccept_hardness,channel,14,14,30004,milp,local,10573,3.404241841988657,3.404241841988657,True,0.004123499966226518,0.09445437497925013,0.09857787494547665,147456,7,,,0.09445437497925013,0.0,0.006368865236741078,False,-0.006368865236741078,measured_local
clearaccept_hardness,channel,14,14,30004,qaoa_warm,nominal,5810,3.404241841988657,3.404241841988657,True,0.004123499966226518,0.08371575002092868,0.0878392499871552,147456,119,0.002667688593879671,0.00011225009802728891,9.5678,0.0,0.6451371768166143,True,-2.6451371768166143,modeled_qpu
clearaccept_hardness,channel,14,14,30005,task_specific,local,15236,5.813397726392639,2.1313233902727458,True,0.004022333072498441,0.00011941592674702406,0.004141748999245465,147456,56,,,0.00011941592674702406,1.1758844032392244,1.663013775829122e-06,False,-1.1758860662530002,measured_local
clearaccept_hardness,channel,14,14,30005,milp,local,14532,2.1313233902727458,2.1313233902727458,True,0.004022333072498441,0.07222158403601497,0.07624391710851341,147456,5,,,0.07222158403601497,0.0,0.0010057744593694796,False,-0.0010057744593694796,measured_local
clearaccept_hardness,channel,14,14,30005,qaoa_warm,nominal,14532,2.1313233902727458,2.1313233902727458,True,0.004022333072498441,0.08021133404690772,0.08423366711940616,147456,116,0.012349542011286373,0.00011541706044226885,9.3392,0.0,0.13005985615407356,True,-2.1300598561540736,modeled_qpu
clearaccept_hardness,channel,14,14,30006,task_specific,local,12375,8.126079195472128,6.373418464243877,True,0.004161499906331301,0.00011216604616492987,0.004273665952496231,147456,56,,,0.00011216604616492987,0.23769988638614195,3.849239611361523e-06,False,-0.2377037356257533,measured_local
clearaccept_hardness,channel,14,14,30006,milp,local,5800,6.373418464243877,6.373418464243877,True,0.004161499906331301,0.08959129208233207,0.09375279198866338,147456,11,,,0.08959129208233207,0.0,0.00307453424728273,False,-0.00307453424728273,measured_local
clearaccept_hardness,channel,14,14,30006,qaoa_warm,nominal,10583,6.373418464243877,6.373418464243877,True,0.004161499906331301,0.08264695899561048,0.08680845890194178,147456,117,0.011115720549395752,0.0001152500044554472,9.4154,0.0,0.32311142164646295,True,-2.323111421646463,modeled_qpu
clearaccept_hardness,channel,14,14,30007,task_specific,local,11353,7.890830318765158,7.498003965387911,True,0.004089292022399604,0.00010916695464402437,0.004198458977043629,147456,56,,,0.00010916695464402437,0.04622572017819898,2.9888306133638223e-06,False,-0.046228709008812346,measured_local
clearaccept_hardness,channel,14,14,30007,milp,local,935,7.498003965387911,7.498003965387911,True,0.004089292022399604,0.10546912509016693,0.10955841711256653,147456,9,,,0.10546912509016693,0.0,0.0028875894803706927,False,-0.0028875894803706927,measured_local
clearaccept_hardness,channel,14,14,30007,qaoa_warm,nominal,15448,7.498003965387911,7.498003965387911,True,0.004089292022399604,0.08301270799711347,0.08710200001951307,147456,119,0.013287836435792373,0.00011575000826269388,9.5678,0.0,0.2619522879958593,True,-2.261952287995859,modeled_qpu
