station,window,method,computed_solution,applied_solution,fallback,delay_evidence,delay_s,deadline_s,deadline_miss,next_cost,next_max_effective_load,next_mean_effective_load,switches
12560,0,milp,105,105,none,measured_local,0.03168754104990512,0.3,False,1.0121814694022708,0.10628499257004265,0.0812917914205569,4
12560,0,task_specific,210,210,none,measured_local,7.954193279147148e-05,0.3,False,1.3185341279534155,0.1260155108039125,0.0870015874716196,4
12560,0,rolling,170,170,none,measured_local,2.416083589196205e-06,0.3,False,1.0515489844577095,0.1084695799117244,0.08215744121782137,0
12560,0,qaoa_transfer,105,170,retain_previous,trace_replayed_qpu,3801.491,0.3,True,1.0515489844577095,0.1084695799117244,0.08215744121782137,0
12560,1,milp,105,105,none,measured_local,0.03172762494068593,0.3,False,1.038360192249637,0.11688202196914163,0.08485453673505677,0
12560,1,task_specific,83,83,none,measured_local,7.074989844113588e-05,0.3,False,1.3741846430529332,0.13227600331118253,0.09241159847159515,2
12560,1,rolling,170,170,none,measured_local,2.749962732195854e-06,0.3,False,1.0734320155974808,0.1100116754852922,0.08583872461144273,0
12560,1,qaoa_transfer,150,170,retain_previous,trace_replayed_qpu,4050.243,0.3,True,1.0734320155974808,0.1100116754852922,0.08583872461144273,0
12560,2,milp,150,150,none,measured_local,0.03384112496860325,0.3,False,1.0268325890588565,0.1101212041203127,0.08252150480624093,8
12560,2,task_specific,209,209,none,measured_local,6.762496195733547e-05,0.3,False,1.2754423069477774,0.11949517985574776,0.08855027306398006,2
12560,2,rolling,170,170,none,measured_local,1.7919810488820076e-06,0.3,False,1.062333820449676,0.10693965914117545,0.08339830038993701,0
12560,2,qaoa_transfer,105,170,retain_previous,trace_replayed_qpu,4558.6302,0.3,True,1.062333820449676,0.10693965914117545,0.08339830038993701,0
12560,3,milp,150,150,none,measured_local,0.03154595801606774,0.3,False,1.008681904909607,0.1044679599480435,0.07919581472647141,0
12560,3,task_specific,210,210,none,measured_local,6.820808630436659e-05,0.3,False,1.3163403849136732,0.1256032809562029,0.08616164156030354,2
12560,3,rolling,170,170,none,measured_local,1.7909333109855652e-06,0.3,False,1.0397924415144724,0.10386751619533152,0.0800833455112419,0
12560,3,qaoa_transfer,150,170,retain_previous,trace_replayed_qpu,5322.757020000019,0.3,True,1.0397924415144724,0.10386751619533152,0.0800833455112419,0
12560,4,milp,150,150,none,measured_local,0.033181875012815,0.3,False,0.9945560244529745,0.1001571129464936,0.07707954762274016,0
12560,4,task_specific,83,83,none,measured_local,6.216601468622684e-05,0.3,False,1.3080466787860685,0.11501448613103209,0.08445635969010831,2
12560,4,rolling,170,170,none,measured_local,1.5409896150231361e-06,0.3,False,1.0241867474302182,0.1012049162138239,0.07785731103786182,0
12560,4,qaoa_transfer,105,170,retain_previous,trace_replayed_qpu,6057.925400000011,0.3,True,1.0241867474302182,0.1012049162138239,0.07785731103786182,0
12560,5,milp,150,150,none,measured_local,0.03263162495568395,0.3,False,0.8810518391653523,0.07952824714575504,0.05332640061132436,0
12560,5,task_specific,210,210,none,measured_local,6.17919722571969e-05,0.3,False,1.1541285614444001,0.08996075100658124,0.0606654397880389,2
12560,5,rolling,170,170,none,measured_local,1.5419209375977516e-06,0.3,False,0.8937687896199878,0.07523266729547598,0.05406716868575546,0
12560,5,qaoa_transfer,150,170,retain_previous,trace_replayed_qpu,6972.2684,0.3,True,0.8937687896199878,0.07523266729547598,0.05406716868575546,0
12560,6,milp,85,85,none,measured_local,0.03188979206606746,0.3,False,0.7322082802877773,0.05723883160948373,0.025991080233264165,4
12560,6,task_specific,83,83,none,measured_local,6.391701754182577e-05,0.3,False,0.9255244939768903,0.05326470549565157,0.03219710819080574,2
12560,6,rolling,170,170,none,measured_local,1.5420373529195786e-06,0.3,False,0.736591735646758,0.056368552236774574,0.026494219740499696,0
12560,6,qaoa_transfer,150,170,retain_previous,trace_replayed_qpu,8713.00816,0.3,True,0.736591735646758,0.056368552236774574,0.026494219740499696,0
12560,7,milp,150,150,none,measured_local,0.03320783295203,0.3,False,0.6940494268838886,0.04873434681488826,0.020346800443785944,4
12560,7,task_specific,83,83,none,measured_local,6.566604133695364e-05,0.3,False,0.8745460044911992,0.03844737010071194,0.025288112349422256,0
12560,7,rolling,170,170,none,measured_local,1.6249250620603561e-06,0.3,False,0.6957612018357354,0.037588590901240004,0.020564793391168946,0
12560,7,qaoa_transfer,150,170,retain_previous,trace_replayed_qpu,10522.01418,0.3,True,0.6957612018357354,0.037588590901240004,0.020564793391168946,0
12560,8,milp,85,85,none,measured_local,0.03561258397530764,0.3,False,0.673724910946855,0.03089696825336825,0.017130138149111775,4
12560,8,task_specific,83,83,none,measured_local,6.87920255586505e-05,0.3,False,0.8540690867663296,0.035818464264407775,0.021863650112279982,0
12560,8,rolling,170,170,none,measured_local,1.6669509932398796e-06,0.3,False,0.6760762718169805,0.03213972205475307,0.017394030045893384,0
12560,8,qaoa_transfer,150,170,retain_previous,trace_replayed_qpu,12618.543799999981,0.3,True,0.6760762718169805,0.03213972205475307,0.017394030045893384,0
12560,9,milp,150,150,none,measured_local,0.03483033401425928,0.3,False,0.9248759197010259,0.08240717846572349,0.06682362913736947,4
12560,9,task_specific,83,83,none,measured_local,6.258406210690737e-05,0.3,False,1.1990087292426552,0.09195795799897992,0.07167672716915824,0
12560,9,rolling,170,170,none,measured_local,2.0830193534493446e-06,0.3,False,0.9487652624358538,0.08411393439159995,0.06722690679542451,0
12560,9,qaoa_transfer,150,170,retain_previous,trace_replayed_qpu,15199.442000000001,0.3,True,0.9487652624358538,0.08411393439159995,0.06722690679542451,0
12560,10,milp,150,150,none,measured_local,0.03338204196188599,0.3,False,0.9848349419314337,0.09708029275300387,0.07594689799252564,0
12560,10,task_specific,210,210,none,measured_local,6.208301056176424e-05,0.3,False,1.287916954715032,0.11824364210629368,0.08240051447198303,2
12560,10,rolling,170,170,none,measured_local,1.5419209375977516e-06,0.3,False,1.013237195613586,0.09943081917046394,0.07654413156089634,0
12560,10,qaoa_transfer,150,170,retain_previous,trace_replayed_qpu,16883.729360000023,0.3,True,1.013237195613586,0.09943081917046394,0.07654413156089634,0
12560,11,milp,150,150,none,measured_local,0.03292108396999538,0.3,False,0.9951293163269946,0.10032905302262042,0.07762087354828584,0
12560,11,task_specific,83,83,none,measured_local,6.65419502183795e-05,0.3,False,1.3127515149009326,0.11546623505418051,0.08503972127488724,2
12560,11,rolling,170,170,none,measured_local,1.5830155462026596e-06,0.3,False,1.026583006445527,0.10483086469860547,0.07833092989033966,0
12560,11,qaoa_transfer,105,170,retain_previous,trace_replayed_qpu,19501.39002,0.3,True,1.026583006445527,0.10483086469860547,0.07833092989033966,0
12560,12,milp,150,150,none,measured_local,0.03290604194626212,0.3,False,1.0190234361345167,0.10283900699221407,0.08197823290817487,0
12560,12,task_specific,210,210,none,measured_local,5.8833975344896317e-05,0.3,False,1.340047940730961,0.12765819349770263,0.08934403512591217,2
12560,12,rolling,170,170,none,measured_local,1.459033228456974e-06,0.3,False,1.0550796444781847,0.10752709412532235,0.08276457516113817,0
12560,12,qaoa_transfer,105,170,retain_previous,trace_replayed_qpu,21076.41,0.3,True,1.0550796444781847,0.10752709412532235,0.08276457516113817,0
12560,13,milp,105,105,none,measured_local,0.03127470798790455,0.3,False,1.0352794648251264,0.10739074031268184,0.08523808590336292,8
12560,13,task_specific,83,83,none,measured_local,6.66249543428421e-05,0.3,False,1.3786695947614378,0.1291243800663133,0.09318272386468444,2
12560,13,rolling,170,170,none,measured_local,1.6660196706652641e-06,0.3,False,1.0789659163158445,0.11716357123402679,0.08613949111195462,0
12560,13,qaoa_transfer,105,170,retain_previous,trace_replayed_qpu,22301.84380000001,0.3,True,1.0789659163158445,0.11716357123402679,0.08613949111195462,0
12560,14,milp,150,150,none,measured_local,0.032178958994336426,0.3,False,1.034435498662091,0.10833425624052173,0.08564448662062817,8
12560,14,task_specific,210,210,none,measured_local,6.84160040691495e-05,0.3,False,1.3642093119016732,0.13428447973739194,0.093504388485953,2
12560,14,rolling,170,170,none,measured_local,1.7079291865229607e-06,0.3,False,1.0761363793850942,0.11454275634974107,0.0867366479078961,0
12560,14,qaoa_transfer,105,170,retain_previous,trace_replayed_qpu,26988.115000000023,0.3,True,1.0761363793850942,0.11454275634974107,0.0867366479078961,0
12560,15,milp,105,105,none,measured_local,0.033574874978512526,0.3,False,1.0495906742234729,0.11593766269455355,0.08898588746655228,8
12560,15,task_specific,83,83,none,measured_local,6.708304863423109e-05,0.3,False,1.4138488443776684,0.1406811289287071,0.0972774535853271,2
12560,15,rolling,170,170,none,measured_local,1.8330756574869156e-06,0.3,False,1.0933152169061269,0.1150657386802863,0.09002840948462734,0
12560,15,qaoa_transfer,105,170,retain_previous,trace_replayed_qpu,30066.683,0.3,True,1.0933152169061269,0.1150657386802863,0.09002840948462734,0
12560,16,milp,150,150,none,measured_local,0.03371779096778482,0.3,False,1.0479565545525444,0.12071757278951245,0.08860226685558682,8
12560,16,task_specific,209,209,none,measured_local,7.279205601662397e-05,0.3,False,1.3147077346648093,0.13575548093916812,0.09527612159985686,2
12560,16,rolling,170,170,none,measured_local,1.9579892978072166e-06,0.3,False,1.0906585921565601,0.11602366552557807,0.08969538042265317,0
12560,16,qaoa_transfer,105,170,retain_previous,trace_replayed_qpu,33372.02029999999,0.3,True,1.0906585921565601,0.11602366552557807,0.08969538042265317,0
12560,17,milp,105,105,none,measured_local,0.03677829192019999,0.3,False,1.046721267762004,0.1163988745715342,0.08866141386381363,8
12560,17,task_specific,210,210,none,measured_local,7.058295886963606e-05,0.3,False,1.378364633645351,0.14013019351388,0.09602479999498903,2
12560,17,rolling,170,170,none,measured_local,1.6660196706652641e-06,0.3,False,1.094188784271375,0.12377567540037798,0.08972896480391401,0
12560,17,qaoa_transfer,105,170,retain_previous,trace_replayed_qpu,38236.33444,0.3,True,1.094188784271375,0.12377567540037798,0.08972896480391401,0
12560,18,milp,105,105,none,measured_local,0.03389487508684397,0.3,False,1.041632468080934,0.11294740746409151,0.08786803169405008,0
12560,18,task_specific,210,210,none,measured_local,6.933300755918026e-05,0.3,False,1.3831261440569604,0.14004127137340378,0.09615911584113378,0
12560,18,rolling,170,170,none,measured_local,2.9170187190175056e-06,0.3,False,1.0883758293123025,0.12169711791184942,0.08905471960678436,0
12560,18,qaoa_transfer,150,170,retain_previous,trace_replayed_qpu,40437.89090000001,0.3,True,1.0883758293123025,0.12169711791184942,0.08905471960678436,0
12560,19,milp,150,150,none,measured_local,0.03363874997012317,0.3,False,1.0425356017655776,0.11556758717899171,0.08762831170202336,8
12560,19,task_specific,45,45,none,measured_local,6.779201794415712e-05,0.3,False,1.3862508768186874,0.14355499646195852,0.09616565360142401,8
12560,19,rolling,170,170,none,measured_local,1.625041477382183e-06,0.3,False,1.0876112685679824,0.1174437239397653,0.08879689573280755,0
12560,19,qaoa_transfer,150,170,retain_previous,trace_replayed_qpu,43481.44719999998,0.3,True,1.0876112685679824,0.1174437239397653,0.08879689573280755,0
12560,20,milp,150,150,none,measured_local,0.03625962499063462,0.3,False,1.052323223198472,0.1161174058746525,0.08895089004413945,0
12560,20,task_specific,45,45,none,measured_local,8.287501987069845e-05,0.3,False,1.398845167372048,0.14427027240879614,0.09754377192046718,0
12560,20,rolling,170,170,none,measured_local,1.625041477382183e-06,0.3,False,1.0988015475665718,0.11443070439382169,0.09007778171419956,0
12560,20,qaoa_transfer,150,170,retain_previous,trace_replayed_qpu,48527.47675999998,0.3,True,1.0988015475665718,0.11443070439382169,0.09007778171419956,0
12560,21,milp,150,150,none,measured_local,0.03295458306092769,0.3,False,1.0580496283122987,0.12247741022436244,0.0894705805799618,0
12560,21,task_specific,45,45,none,measured_local,8.645805064588785e-05,0.3,False,1.4105418972151456,0.15077979075857417,0.09813362918430119,0
12560,21,rolling,170,170,none,measured_local,1.7499551177024841e-06,0.3,False,1.104082409263182,0.11902607560865852,0.0906325386891643,0
12560,21,qaoa_transfer,150,170,retain_previous,trace_replayed_qpu,53384.057600000044,0.3,True,1.104082409263182,0.11902607560865852,0.0906325386891643,0
12560,22,milp,105,105,none,measured_local,0.0338158750673756,0.3,False,1.0637329755136211,0.13225333873721215,0.08958874070780745,8
12560,22,task_specific,45,45,none,measured_local,7.349997758865356e-05,0.3,False,1.4135140236295234,0.16091719222880813,0.09840104743037863,0
12560,22,rolling,170,170,none,measured_local,2.00001522898674e-06,0.3,False,1.10892359717079,0.12407148214071757,0.09073956023157954,0
12560,22,qaoa_transfer,150,170,retain_previous,trace_replayed_qpu,57209.42362000002,0.3,True,1.10892359717079,0.12407148214071757,0.09073956023157954,0
12560,23,milp,150,150,none,measured_local,0.03362283401656896,0.3,False,1.0809913645224145,0.12757444557519798,0.09511832438784054,8
12560,23,task_specific,45,45,none,measured_local,9.108299855142832e-05,0.3,False,1.4426618970889238,0.1556432569536232,0.10386285059073808,0
12560,23,rolling,170,170,none,measured_local,2.0420411601662636e-06,0.3,False,1.1303531965073583,0.13427098425005618,0.09624808992926975,0
12560,23,qaoa_transfer,150,170,retain_previous,trace_replayed_qpu,61686.31511999999,0.3,True,1.1303531965073583,0.13427098425005618,0.09624808992926975,0
12560,24,milp,105,105,none,measured_local,0.03366199997253716,0.3,False,1.0759849160074255,0.13821317441114161,0.09302478411306037,8
12560,24,task_specific,45,45,none,measured_local,0.00011441705282777548,0.3,False,1.4430544305138358,0.1679632588092278,0.1020665474272231,0
12560,24,rolling,170,170,none,measured_local,1.6660196706652641e-06,0.3,False,1.1212310298371968,0.12982320388882054,0.09425882991268396,0
12560,24,qaoa_transfer,105,170,retain_previous,trace_replayed_qpu,66510.1831,0.3,True,1.1212310298371968,0.12982320388882054,0.09425882991268396,0
12560,25,milp,105,105,none,measured_local,0.037586209014989436,0.3,False,1.0921561967924334,0.15336536891190491,0.09484962290018564,0
12560,25,task_specific,45,45,none,measured_local,7.100007496774197e-05,0.3,False,1.4652679345928714,0.18407251739812985,0.1040263607628459,0
12560,25,rolling,170,170,none,measured_local,1.7919810488820076e-06,0.3,False,1.1434965928021223,0.1447509053598736,0.09598077574592992,0
12560,25,qaoa_transfer,150,170,retain_previous,trace_replayed_qpu,71306.33684000002,0.3,True,1.1434965928021223,0.1447509053598736,0.09598077574592992,0
12560,26,milp,105,105,none,measured_local,0.034624667023308575,0.3,False,1.0949568675005474,0.1465613604427834,0.09510390491981083,0
12560,26,task_specific,45,45,none,measured_local,7.42500415071845e-05,0.3,False,1.4692826026436734,0.17794039672331305,0.10443169836482179,0
12560,26,rolling,170,170,none,measured_local,2.125045284628868e-06,0.3,False,1.148153690132427,0.1378498925231393,0.09638741482005306,0
12560,26,qaoa_transfer,150,170,retain_previous,trace_replayed_qpu,74863.04220000001,0.3,True,1.148153690132427,0.1378498925231393,0.09638741482005306,0
12560,27,milp,150,150,none,measured_local,0.03581070795189589,0.3,False,1.0791543643537067,0.1405816937941028,0.09293642168751369,8
12560,27,task_specific,45,45,none,measured_local,6.429094355553389e-05,0.3,False,1.4448530995156865,0.17207024181398822,0.10229456506609183,0
12560,27,rolling,170,170,none,measured_local,1.500011421740055e-06,0.3,False,1.1303410121199453,0.13255572347351804,0.09426634225331068,0
12560,27,qaoa_transfer,150,170,retain_previous,trace_replayed_qpu,78499.34332,0.3,True,1.1303410121199453,0.13255572347351804,0.09426634225331068,0
12560,28,milp,150,150,none,measured_local,0.030408541904762387,0.3,False,1.0780668945258354,0.13126905121867435,0.09254135910884267,0
12560,28,task_specific,45,45,none,measured_local,6.624998059123755e-05,0.3,False,1.4359899982468938,0.16167657569270724,0.10168382748789216,0
12560,28,rolling,170,170,none,measured_local,1.6669509932398796e-06,0.3,False,1.1332550233908214,0.13335312464600793,0.09382102530299863,0
12560,28,qaoa_transfer,105,170,retain_previous,trace_replayed_qpu,84164.25534000002,0.3,True,1.1332550233908214,0.13335312464600793,0.09382102530299863,0
12560,29,milp,150,150,none,measured_local,0.03126837499439716,0.3,False,1.0739439628355454,0.12201784483408895,0.09227667236314588,0
12560,29,task_specific,45,45,none,measured_local,6.53750030323863e-05,0.3,False,1.4252023938860967,0.15114510185715463,0.10122474995617234,0
12560,29,rolling,170,170,none,measured_local,1.625041477382183e-06,0.3,False,1.1251930531931957,0.12137718787341184,0.09365637558477052,0
12560,29,qaoa_transfer,150,170,retain_previous,trace_replayed_qpu,92768.27739999996,0.3,True,1.1251930531931957,0.12137718787341184,0.09365637558477052,0
12560,30,milp,150,150,none,measured_local,0.03614691598340869,0.3,False,1.0628071822528886,0.12141829929929765,0.09086109907088863,0
12560,30,task_specific,45,45,none,measured_local,6.800005212426186e-05,0.3,False,1.4105364273573244,0.14978456919477856,0.09964255984715242,0
12560,30,rolling,170,170,none,measured_local,1.7499551177024841e-06,0.3,False,1.1133863909138155,0.12405586929530885,0.09214232632982988,0
12560,30,qaoa_transfer,150,170,retain_previous,trace_replayed_qpu,114401.84185999991,0.3,True,1.1133863909138155,0.12405586929530885,0.09214232632982988,0
12560,31,milp,105,105,none,measured_local,0.03349733306095004,0.3,False,1.0608001374380738,0.12304136903251328,0.08973267955632222,8
12560,31,task_specific,45,45,none,measured_local,6.633403245359659e-05,0.3,False,1.40292263919167,0.15100823842910788,0.09842591068393311,0
12560,31,rolling,170,170,none,measured_local,1.6249250620603561e-06,0.3,False,1.1065561506323505,0.12081305121452254,0.09099715977284539,0
12560,31,qaoa_transfer,105,170,retain_previous,trace_replayed_qpu,207486.516,0.3,True,1.1065561506323505,0.12081305121452254,0.09099715977284539,0
12560,32,milp,105,105,none,measured_local,0.03277687495574355,0.3,False,1.071663501501837,0.13065318228511658,0.09128250343595185,0
