experiment,task,size_label,n_vars,seed,algorithm,profile,solution,cost,optimum,feasible,runtime_s,evals,deadline_s,volatility,success_prob,delay_s,gap,staleness_loss,deadline_miss,utility,timing_evidence,next_max_utilization,next_overflow,trace_interval_s
abilene_trace,abilene_routing,12,12,0,exact,local,585,3.9801586057258884,3.9801586057258884,True,1.2625008821487427e-05,4096,300.0,0.0005301245357045137,,1.2625008821487427e-05,0.0,6.692826939756412e-09,False,-6.692826939756412e-09,measured_local,0.9563316902316134,0.0,300.0
abilene_trace,abilene_routing,12,12,0,local_search,local,585,3.9801586057258884,3.9801586057258884,True,0.00019474991131573915,1452,300.0,0.0005301245357045137,,0.00019474991131573915,0.0,1.0324170631475145e-07,False,-1.0324170631475145e-07,measured_local,0.9563316902316134,0.0,300.0
abilene_trace,abilene_routing,12,12,0,annealing,local,585,3.9801586057258884,3.9801586057258884,True,0.001029833103530109,960,300.0,0.0005301245357045137,,0.001029833103530109,0.0,5.459397958620374e-07,False,-5.459397958620374e-07,measured_local,0.9563316902316134,0.0,300.0
abilene_trace,abilene_routing,12,12,0,mean_field,local,585,3.9801586057258884,3.9801586057258884,True,0.008214500034227967,90,300.0,0.0005301245357045137,,0.008214500034227967,0.0,4.354708016689813e-06,False,-4.354708016689813e-06,measured_local,0.9563316902316134,0.0,300.0
abilene_trace,abilene_routing,12,12,0,qaoa,optimistic,585,3.9801586057258884,3.9801586057258884,True,0.02069891698192805,113,300.0,0.0005301245357045137,0.0032400571505241636,1.4496200000000001,0.0,0.0007684791294479773,False,-0.0007684791294479773,modeled_qpu,0.9563316902316134,0.0,300.0
abilene_trace,abilene_routing,12,12,0,qaoa,nominal,585,3.9801586057258884,3.9801586057258884,True,0.02069891698192805,113,300.0,0.0005301245357045137,0.0032400571505241636,9.1106,0.0,0.0048297525949895425,False,-0.0048297525949895425,modeled_qpu,0.9563316902316134,0.0,300.0
abilene_trace,abilene_routing,12,12,0,qaoa,stressed,585,3.9801586057258884,3.9801586057258884,True,0.02069891698192805,113,300.0,0.0005301245357045137,0.0032400571505241636,41.702400000000004,0.0,0.022107465437763915,False,-0.022107465437763915,modeled_qpu,0.9563316902316134,0.0,300.0
abilene_trace,abilene_routing,12,12,69,exact,local,585,3.9346121734436292,3.9346121734436292,True,1.0041985660791397e-05,4096,300.0,0.0007594878556186478,,1.0041985660791397e-05,0.0,7.626766155667668e-09,False,-7.626766155667668e-09,measured_local,0.7314474800821316,0.0,300.0
abilene_trace,abilene_routing,12,12,69,local_search,local,585,3.9346121734436292,3.9346121734436292,True,0.00017549993935972452,1320,300.0,0.0007594878556186478,,0.00017549993935972452,0.0,1.332900726055199e-07,False,-1.332900726055199e-07,measured_local,0.7314474800821316,0.0,300.0
abilene_trace,abilene_routing,12,12,69,annealing,local,2121,6.5750294558157005,3.9346121734436292,True,0.0010432499693706632,960,300.0,0.0007594878556186478,,0.0010432499693706632,0.5350810133736307,7.923356821115449e-07,False,-0.5350818057093127,measured_local,0.7314474800821316,0.0,300.0
abilene_trace,abilene_routing,12,12,69,mean_field,local,585,3.9346121734436292,3.9346121734436292,True,0.007617915980517864,88,300.0,0.0007594878556186478,,0.007617915980517864,0.0,5.785714672326541e-06,False,-5.785714672326541e-06,measured_local,0.7314474800821316,0.0,300.0
abilene_trace,abilene_routing,12,12,69,qaoa,optimistic,585,3.9346121734436292,3.9346121734436292,True,0.017620833008550107,98,300.0,0.0007594878556186478,0.0012930943442877893,1.25852,0.0,0.0009558306560531806,False,-0.0009558306560531806,modeled_qpu,0.7314474800821316,0.0,300.0
abilene_trace,abilene_routing,12,12,69,qaoa,nominal,585,3.9346121734436292,3.9346121734436292,True,0.017620833008550107,98,300.0,0.0007594878556186478,0.0012930943442877893,7.9676,0.0,0.006051295438427137,False,-0.006051295438427137,modeled_qpu,0.7314474800821316,0.0,300.0
abilene_trace,abilene_routing,12,12,69,qaoa,stressed,585,3.9346121734436292,3.9346121734436292,True,0.017620833008550107,98,300.0,0.0007594878556186478,0.0012930943442877893,36.830400000000004,0.0,0.02797224151757705,False,-0.02797224151757705,modeled_qpu,0.7314474800821316,0.0,300.0
abilene_trace,abilene_routing,12,12,138,exact,local,585,7.321012430432651,7.321012430432651,True,7.750000804662704e-06,4096,300.0,0.00024301992161850894,,7.750000804662704e-06,0.0,1.8834045880925115e-09,False,-1.8834045880925115e-09,measured_local,0.8709256419891686,0.0,300.0
abilene_trace,abilene_routing,12,12,138,local_search,local,585,7.321012430432651,7.321012430432651,True,0.00019175000488758087,1584,300.0,0.00024301992161850894,,0.00019175000488758087,0.0,4.659907115812861e-08,False,-4.659907115812861e-08,measured_local,0.8709256419891686,0.0,300.0
abilene_trace,abilene_routing,12,12,138,annealing,local,586,7.321012430432651,7.321012430432651,True,0.001052208011969924,960,300.0,0.00024301992161850894,,0.001052208011969924,0.0,2.5570750859529806e-07,False,-2.5570750859529806e-07,measured_local,0.8709256419891686,0.0,300.0
abilene_trace,abilene_routing,12,12,138,mean_field,local,585,7.321012430432651,7.321012430432651,True,0.010228291037492454,124,300.0,0.00024301992161850894,,0.010228291037492454,0.0,2.4856784862227136e-06,False,-2.4856784862227136e-06,measured_local,0.8709256419891686,0.0,300.0
abilene_trace,abilene_routing,12,12,138,qaoa,optimistic,586,7.321012430432651,7.321012430432651,True,0.02265112497843802,125,300.0,0.00024301992161850894,0.0047420277879544215,1.6025000000000003,0.0,0.0003894394243936606,False,-0.0003894394243936606,modeled_qpu,0.8709256419891686,0.0,300.0
abilene_trace,abilene_routing,12,12,138,qaoa,nominal,586,7.321012430432651,7.321012430432651,True,0.02265112497843802,125,300.0,0.00024301992161850894,0.0047420277879544215,10.025,0.0,0.0024362747142255524,False,-0.0024362747142255524,modeled_qpu,0.8709256419891686,0.0,300.0
abilene_trace,abilene_routing,12,12,138,qaoa,stressed,586,7.321012430432651,7.321012430432651,True,0.02265112497843802,125,300.0,0.00024301992161850894,0.0047420277879544215,45.6,0.0,0.011081708425804008,False,-0.011081708425804008,modeled_qpu,0.8709256419891686,0.0,300.0
abilene_trace,abilene_routing,12,12,208,exact,local,585,9.573767676400028,9.573767676400028,True,8.416944183409214e-06,4096,300.0,0.0006634938639173419,,8.416944183409214e-06,0.0,5.584590818626775e-09,False,-5.584590818626775e-09,measured_local,0.9210274470224987,0.0,300.0
abilene_trace,abilene_routing,12,12,208,local_search,local,1097,9.573767676400028,9.573767676400028,True,0.00016779196448624134,1272,300.0,0.0006634938639173419,,0.00016779196448624134,0.0,1.1132893885125767e-07,False,-1.1132893885125767e-07,measured_local,0.9210274470224987,0.0,300.0
abilene_trace,abilene_routing,12,12,208,annealing,local,585,9.573767676400028,9.573767676400028,True,0.0010090419091284275,960,300.0,0.0006634938639173419,,0.0010090419091284275,0.0,6.694931151421517e-07,False,-6.694931151421517e-07,measured_local,0.9210274470224987,0.0,300.0
abilene_trace,abilene_routing,12,12,208,mean_field,local,585,9.573767676400028,9.573767676400028,True,0.009845583001151681,119,300.0,0.0006634938639173419,,0.009845583001151681,0.0,6.532483907953028e-06,False,-6.532483907953028e-06,measured_local,0.9210274470224987,0.0,300.0
abilene_trace,abilene_routing,12,12,208,qaoa,optimistic,1097,9.573767676400028,9.573767676400028,True,0.01797662500757724,99,300.0,0.0006634938639173419,0.005514344410156655,1.27126,0.0,0.0008434732094435601,False,-0.0008434732094435601,modeled_qpu,0.9210274470224987,0.0,300.0
abilene_trace,abilene_routing,12,12,208,qaoa,nominal,1097,9.573767676400028,9.573767676400028,True,0.01797662500757724,99,300.0,0.0006634938639173419,0.005514344410156655,8.043800000000001,0.0,0.005337011942578315,False,-0.005337011942578315,modeled_qpu,0.9210274470224987,0.0,300.0
abilene_trace,abilene_routing,12,12,208,qaoa,stressed,1097,9.573767676400028,9.573767676400028,True,0.01797662500757724,99,300.0,0.0006634938639173419,0.005514344410156655,37.1552,0.0,0.02465224721262162,False,-0.02465224721262162,modeled_qpu,0.9210274470224987,0.0,300.0
abilene_trace,abilene_routing,12,12,277,exact,local,585,6.634779757251929,6.634779757251929,True,1.0707997716963291e-05,4096,300.0,0.004557910622857662,,1.0707997716963291e-05,0.0,4.880609654368258e-08,False,-4.880609654368258e-08,measured_local,2.075773103730494,6.46676312025981,300.0
abilene_trace,abilene_routing,12,12,277,local_search,local,585,6.634779757251929,6.634779757251929,True,0.00016566691920161247,1296,300.0,0.004557910622857662,,0.00016566691920161247,0.0,7.550950108851315e-07,False,-7.550950108851315e-07,measured_local,2.075773103730494,6.46676312025981,300.0
abilene_trace,abilene_routing,12,12,277,annealing,local,777,7.4697751099638126,6.634779757251929,True,0.0010580000234767795,960,300.0,0.004557910622857662,,0.0010580000234767795,0.10936731369608402,4.822269545988469e-06,False,-0.10937213596563,measured_local,2.075773103730494,7.967229565535661,300.0
abilene_trace,abilene_routing,12,12,277,mean_field,local,649,6.634779757251929,6.634779757251929,True,0.007592041976749897,89,300.0,0.004557910622857662,,0.007592041976749897,0.0,3.460384877500964e-05,False,-3.460384877500964e-05,measured_local,2.075773103730494,6.46676312025981,300.0
